id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Documents>	weight<Citations>	weight<Norm. citations>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
262	"alonso, pedro l."	-0.3429	0.4729	1	21	47	3	2	0.1578	2007	0.6667	0.0526
264	"alonso-vega, cristina"	-0.2239	-0.4248	30	10	26	4	140	7.564	2007	35	1.891
269	"alvar, jorge"	-0.5251	-0.2445	2	7	8	2	27	1.8882	2011.5	13.5	0.9441
270	"alvarez, a."	1.3594	0.2122	19	5	9	2	2	0.1119	2009	1	0.056
287	"ame, shaali m."	-0.8696	0.3595	13	23	40	3	110	9.1835	2013.6667	36.6667	3.0612
291	"ameye, caroline"	-0.6382	0.1872	2	3	4	2	2	0.0748	2006	1	0.0374
293	"amin, daniel ndem"	-0.5564	0.2512	5	7	8	2	47	2.2435	2009.5	23.5	1.1218
297	"amissah, nana ama"	-0.3302	-0.0869	10	12	19	2	29	3.3729	2014.5	14.5	1.6865
306	"anagonou, s."	0.9107	0.2635	8	3	5	2	0	0	2009	0	0
307	"anagonou, severin"	-0.2723	-0.153	10	9	10	3	32	6.2084	2013	10.6667	2.0695
308	"anagonou, severin y."	-0.2945	-0.1843	10	8	16	3	40	1.6216	2009.3333	13.3333	0.5405
313	"andersen, elisabeth w."	-0.4338	-0.2443	9	14	20	2	69	2.7492	2010	34.5	1.3746
316	"anderson, charles"	-0.594	0.4361	5	7	14	2	1	0.9098	2016	0.5	0.4549
317	"anderson, e."	1.1797	0.0887	8	13	17	2	0	0	2009	0	0
318	"anderson, roy m."	-0.6181	0.319	13	16	32	4	18	3.276	2016	4.5	0.819
319	"andersson, b."	1.2053	0.1705	8	7	8	2	0	0	2014	0	0
334	"angenot, luc"	-1.1868	-0.2221	36	3	5	2	96	4.5056	2010	48	2.2528
335	"angheben, a."	0.903	0.1222	33	8	17	3	3	0.2226	2009	1	0.0742
336	"angheben, andrea"	-0.6738	-0.3317	7	13	29	5	145	9.1761	2011.8	29	1.8352
337	"anglaret, xavier"	-0.4644	-0.3681	7	6	9	3	30	21.7803	2016.6667	10	7.2601
339	"angov, evelina"	-0.341	0.5107	1	30	46	5	0	0	2008	0	0
345	"anne, j."	0.8361	0.058	6	9	14	2	0	0	2008	0	0
346	"anne, jozef"	-0.9153	0.0318	16	18	36	5	172	8.1269	2009.4	34.4	1.6254
350	"annette, e."	0.7785	0.1807	6	7	9	2	0	0	2017	0	0
353	"anselmi, mariella"	-0.6788	-0.38	7	6	8	2	18	2.2674	2014.5	9	1.1337
354	"ansong, d."	0.2646	0.2631	6	9	9	2	0	0	2012.5	0	0
361	"antierens, annick"	-0.5189	-0.426	7	13	13	2	16	2.7988	2015.5	8	1.3994
365	"antonio, martin"	-0.3209	0.1616	3	14	28	9	203	12.2405	2013.7778	22.5556	1.3601
373	"apers, l."	1.0515	-0.1416	11	3	3	2	1	0.0445	2012.5	0.5	0.0222
377	"apiwathnasorn, c."	1.0135	0.2554	19	5	9	2	20	0.7969	2010.5	10	0.3984
378	"apiwathnasorn, chamnarn"	0.0366	-0.0637	24	7	12	2	43	3.6441	2013	21.5	1.822
382	"aponte, john j."	-0.3175	0.4147	1	21	40	3	16	1.4043	2008.3333	5.3333	0.4681
385	"apt, werner"	-0.3895	-0.1864	30	14	21	4	47	2.864	2012	11.75	0.716
396	"arevalo, j."	1.075	0.1211	8	10	16	5	0	0	2012.2	0	0
397	"arevalo, jorge"	-0.4198	-0.0674	9	23	46	7	39	3.8143	2011.4286	5.5714	0.5449
399	"argaw, daniel"	-0.7618	-0.045	14	16	16	2	33	5.0461	2015.5	16.5	2.523
404	"arien, k."	1.0631	-0.017	12	14	15	2	1	0.9098	2017	0.5	0.4549
416	"arnould, l."	1.2158	-0.3833	11	13	17	2	48	4.2128	2011	24	2.1064
425	"aryal, arjun"	-0.3431	0.2434	3	11	15	2	23	1.6308	2014	11.5	0.8154
427	"asale, abebe"	-0.6955	0.3273	3	6	18	5	36	3.8539	2013.8	7.2	0.7708
429	"asante, kwaku poku"	-0.2118	0.3662	1	19	21	2	30	3.7638	2013	15	1.8819
431	"aseffa, a."	1.2672	0.0935	18	11	21	2	113	5.0272	2007.5	56.5	2.5136
432	"aseffa, abraham"	-0.8404	-0.2319	2	9	11	3	50	4.669	2012.6667	16.6667	1.5563
434	"ash, amanda"	-0.1858	0.2602	22	12	28	3	29	4.1765	2015.6667	9.6667	1.3922
436	"ashley, elizabeth"	-0.7141	-0.2094	2	21	25	3	41	2.0881	2008	13.6667	0.696
437	"ashley, elizabeth a."	-0.7089	-0.1299	2	19	21	2	55	3.9961	2007.5	27.5	1.998
448	"assogba, f."	0.5865	0.2985	25	9	14	2	0	0	2007	0	0
455	"atia, a. m."	1.2895	-0.0419	18	6	8	2	0	0	2017	0	0
458	"atieli, francis"	-0.7984	-0.3989	28	5	8	2	122	7.4616	2009.5	61	3.7308
464	"atte, edi f."	-0.6051	-0.4538	7	5	9	2	39	1.6506	2009.5	19.5	0.8253
493	"ayana, m."	1.0397	-0.2482	20	8	11	2	0	0	2015	0	0
494	"ayana, mio"	-0.7837	0.3945	13	9	23	5	40	5.6267	2015	8	1.1253
510	"babu, p."	0.9327	-0.4446	20	7	13	2	10	0.8777	2010.5	5	0.4388
514	"bachy, c."	1.2538	-0.3491	11	8	10	2	0	0	2017	0	0
520	"badini, f. kinda"	0.6043	0.3921	25	5	10	2	0	0	2011	0	0
526	"baelmans, r."	1.1414	0.2142	4	9	18	2	12	0.4781	2009.5	6	0.2391
528	"baelo, p."	0.9767	-0.0809	4	7	10	2	0	0	2016	0	0
533	"baeten, benny"	-0.755	0.2379	14	14	26	3	2	1.8197	2017	0.6667	0.6066
540	"bahizire, e."	0.5361	-0.1677	15	4	9	3	0	0	2012.3333	0	0
541	"bahizire, esto"	-0.2686	-0.2441	10	4	7	3	11	10.0082	2017	3.6667	3.3361
548	"baird, j. kevin"	-0.8682	-0.0043	32	17	17	2	326	14.747	2008.5	163	7.3735
557	"bakaswa, g."	1.1891	-0.2395	4	12	19	2	0	0	2016	0	0
561	"baker, s."	1.2626	-0.258	11	6	15	3	4	0.2239	2009	1.3333	0.0746
562	"baker, samuel"	-0.8552	-0.3768	28	6	30	6	83	3.307	2009.5	13.8333	0.5512
564	"bakiono, f."	0.3664	0.0305	15	4	6	2	0	0	2014	0	0
573	"balasegaram, manica"	-0.5778	-0.1843	2	10	17	4	118	6.1076	2010.25	29.5	1.5269
574	"balcindes, s."	1.4437	0.3111	19	8	16	2	0	0	2015	0	0
575	"balcindes-acosta, s."	1.3472	0.3147	19	9	23	3	0	0	2011.6667	0	0
581	"balen, j."	0.6995	0.1092	6	9	10	2	0	0	2016	0	0
584	"balharbi, fatima"	-0.538	0.15	5	15	26	5	62	4.8434	2012.2	12.4	0.9687
585	"baliraine, frederick n."	-0.8424	-0.2063	2	12	12	2	172	15.2842	2013	86	7.6421
587	"balkan, suna"	-0.6921	-0.1801	2	16	24	3	10	0.4449	2007	3.3333	0.1483
590	"ballou, ripley"	-0.303	0.4741	1	57	118	11	4	0.3157	2007.7273	0.3636	0.0287
591	"ballou, w. r."	0.1074	0.3629	6	21	33	4	0	0	2007.75	0	0
592	"ballou, w. ripley"	-0.1201	0.4244	29	41	73	8	108	7.9346	2012.375	13.5	0.9918
594	"baloji, s."	1.2011	-0.0454	4	8	8	2	0	0	2013	0	0
595	"baloji, sylvain"	-0.3725	0.0191	14	16	17	2	11	5.6412	2016	5.5	2.8206
597	"baltazar, j. m."	1.151	-0.2926	11	10	23	4	0	0	2011	0	0
599	"baltussen, rob"	-0.5607	-0.1958	2	6	10	3	65	3.804	2010.6667	21.6667	1.268
600	"baltz, theo"	-0.5111	0.3143	5	12	13	3	91	5.6215	2011.3333	30.3333	1.8738
601	"baly, a."	1.1394	0.2875	19	25	80	13	81	6.3003	2009.7692	6.2308	0.4846
602	"baly, alberto"	0.0941	-0.1396	24	15	39	8	148	10.9678	2011.75	18.5	1.371
606	"banda, a."	1.3151	-0.3326	11	3	4	2	0	0	2016	0	0
613	"bangsberg, david r."	-0.6138	-0.2008	2	6	6	2	31	2.168	2015.5	15.5	1.084
615	"bannister-tyrell, melanie"	-0.869	-0.0663	22	17	20	2	0	0	2017	0	0
616	"bannister-tyrrell, m."	0.7821	0.109	6	11	12	3	0	0	2017	0	0
617	"bannister-tyrrell, melanie"	-0.8356	-0.0665	22	24	43	6	23	11.4644	2016	3.8333	1.9107
623	"baraka, v."	1.0025	-0.0323	4	12	14	3	0	0	2016.3333	0	0
624	"baraka, vito"	-0.8651	-0.2187	2	6	7	3	7	1.274	2015.3333	2.3333	0.4247
626	"barbara, b."	0.8632	-0.0152	43	3	3	2	0	0	2017	0	0
628	"barbe, b."	1.0986	-0.0435	4	34	82	10	0	0	2016.2	0	0
629	"barbe, barbara"	-0.4945	-0.2743	17	33	68	8	40	7.5693	2015.125	5	0.9462
645	"barnadas, celine"	-1.1131	-0.0387	16	19	20	2	42	7.6441	2015	21	3.822
647	"barnes, karen i."	-0.6592	-0.0637	2	19	19	2	45	3.5512	2012	22.5	1.7756
650	"barogui, yves thierry"	-0.2744	-0.1719	10	7	13	2	34	1.3547	2010	17	0.6773
663	"bart, a."	1.1834	-0.0065	12	9	14	2	0	0	2015	0	0
668	"basanez, maria-gloria"	-0.4912	0.1343	22	9	9	2	26	1.3746	2014.5	13	0.6873
670	"baseman, alan"	-0.7755	0.238	14	12	23	2	2	1.8197	2017	1	0.9098
675	"basiye, frank l."	-0.4941	-0.0154	5	14	16	2	27	1.0758	2010	13.5	0.5379
677	"bassane, brahima"	-0.3705	-0.5173	23	5	7	2	32	1.4236	2008	16	0.7118
678	"bassat, quique"	-0.4257	0.2945	1	32	49	3	6	0.3172	2008.6667	2	0.1057
680	"bastiaens, h."	0.9347	-0.1009	4	6	16	4	0	0	2015	0	0
692	"baudin, elisabeth"	-0.6008	-0.061	2	11	11	2	0	0	2012.5	0	0
695	"bauer, cici"	-0.1995	0.0009	3	10	18	2	13	2.366	2015	6.5	1.183
696	"bauer, kristen"	-0.3203	0.9098	26	11	18	2	62	6.2268	2014	31	3.1134
697	"bauernfeind, ariane"	-0.7029	-0.5377	7	10	11	4	98	5.3491	2009.75	24.5	1.3373
704	"bayat, babak"	-0.2062	0.58	1	20	42	4	0	0	2006.5	0	0
709	"baza, dismas"	-0.7665	-0.2216	28	10	28	4	156	8.8681	2007.5	39	2.217
715	"beatty, mark e."	-1.4789	0.1164	35	10	20	2	91	7.9867	2010	45.5	3.9934
720	"beaumier, coreen m."	-0.6082	0.3368	13	9	18	2	0	0	2016	0	0
723	"beavogui, abdoul habib"	-0.5	-0.5674	23	12	26	4	17	4.3697	2015.75	4.25	1.0924
727	"bebronne, nicolas"	-0.4944	0.1506	5	12	12	2	66	3.7358	2011.5	33	1.8679
730	"becker, s. l."	1.4544	0.0758	38	12	50	5	0	0	2016.2	0	0
733	"becker, stephan"	-0.0384	0.4614	29	16	24	2	0	0	2015	0	0
735	"becskei, csilla"	-0.0164	0.2489	40	6	12	3	5	1.3979	2016.3333	1.6667	0.466
738	"beelaert, greet"	-0.6344	-0.4387	7	6	7	2	21	0.9018	2011	10.5	0.4509
743	"behnke, jerzy m."	-0.8861	0.3657	13	22	44	4	201	16.7672	2012.5	50.25	4.1918
749	"bejon, philip"	-0.2461	0.3714	1	12	13	2	34	2.984	2011	17	1.492
757	"bele, a."	1.0685	0.3945	8	5	10	2	0	0	2017	0	0
764	"belkaab, n."	0.5273	0.4693	25	7	13	2	0	0	2009	0	0
767	"bellini, romeo"	-0.8072	0.1359	13	5	9	2	57	4.5787	2013.5	28.5	2.2894
778	"bemelmans, m."	1.3021	-0.325	11	7	10	4	0	0	2015.5	0	0
779	"bemelmans, marielle"	-0.6691	-0.5179	7	12	17	3	208	10.5442	2011.3333	69.3333	3.5147
784	"bendezu, jorge"	-1.0471	-0.003	16	11	16	3	30	5.46	2011	10	1.82
785	"benedetti, g."	1.2342	-0.3504	11	9	10	2	0	0	2017	0	0
789	"benitez, j. r."	1.2305	0.3302	19	11	35	5	1	0.056	2008.6	0.2	0.0112
790	"benitez, juan r."	0.065	-0.1882	24	7	12	2	41	2.0001	2010	20.5	1
794	"benitez-ortiz, w."	0.9382	-0.3023	20	10	17	3	28	1.3494	2009.3333	9.3333	0.4498
795	"benitez-ortiz, washington"	-0.2931	0.0471	3	27	46	7	97	6.1036	2011.2857	13.8571	0.8719
814	"bergmann-leitner, elke"	-0.3333	0.5641	1	27	35	3	16	1.9521	2013	5.3333	0.6507
815	"bergmann-leitner, elke s."	-0.3034	0.5078	1	15	15	2	0	0	2012	0	0
817	"berkvens, d."	0.882	-0.1783	20	15	28	4	3	2.7295	2017	0.75	0.6824
818	"berkvens, dirk"	-0.3862	0.1345	3	61	84	15	250	21.8412	2012.8667	16.6667	1.4561
821	"bermudez, hernan"	-0.2515	-0.3562	30	6	9	2	57	4.4982	2007	28.5	2.2491
828	"berrie, eleanor"	-0.0945	0.4851	29	13	16	2	0	0	2017	0	0
832	"berthe, a."	0.5838	0.3813	25	6	19	5	0	0	2012.6	0	0
836	"berthe, l."	0.5905	0.3943	25	5	14	3	0	0	2011	0	0
842	"bertrand, sophie"	-0.5651	-0.3128	17	13	14	2	64	4.5312	2012.5	32	2.2656
849	"bethony, jeffrey m."	-0.8894	0.4057	13	22	43	3	124	10.4122	2013.6667	41.3333	3.4707
853	"betuela, inoni"	-1.164	-0.0134	16	12	20	2	21	2.8134	2014.5	10.5	1.4067
857	"beutels, philippe"	-1.4433	0.1057	35	11	21	3	107	8.8822	2009.6667	35.6667	2.9607
868	"bhandari, vasundhra"	-0.5445	-0.0122	9	12	19	3	88	15.7932	2013.6667	29.3333	5.2644
873	"bhattacharyya, t."	1.22	0.1635	8	17	28	5	0	0	2015	0	0
874	"bhattacharyya, tapan"	-0.3363	-0.1601	9	10	21	3	49	3.7971	2013.6667	16.3333	1.2657
875	"bhattarai, n."	1.2171	0.1243	8	11	13	2	0	0	2014	0	0
876	"bhattarai, n. r."	1.0808	0.0479	8	17	27	4	0	0	2015	0	0
877	"bhattarai, narayan raj"	-0.4802	-0.1717	9	39	63	6	88	11.7172	2012.6667	14.6667	1.9529
878	"bhojani, u."	0.828	-0.2995	15	4	7	2	0	0	2014	0	0
887	"bieler, sylvain"	-0.4527	0.1143	5	13	14	2	81	5.7221	2012.5	40.5	2.8611
897	"biholong, b. d."	0.4497	0.0524	15	7	13	2	0	0	2017	0	0
898	"biholong, benjamin d."	-0.6544	0.0724	22	8	14	2	18	5.3474	2016.5	9	2.6737
903	"bilivogui, p."	0.5395	0.4514	25	7	13	2	0	0	2009	0	0
910	"bin shamamba, stomy karhemere"	-0.5849	0.2117	5	6	10	2	17	1.492	2012.5	8.5	0.746
911	"bin shujaa, r. g. sheikh"	0.5291	0.4416	25	7	8	2	0	0	2009	0	0
917	"biot, m."	1.2259	-0.3029	11	7	8	3	0	0	2011	0	0
918	"biot, marc"	-0.6462	-0.4537	7	8	9	3	164	15.7278	2014.3333	54.6667	5.2426
919	"birhanu, hadush"	-0.5397	0.2894	5	5	8	2	33	5.1661	2015.5	16.5	2.583
926	"bisoffi, z."	0.89	0.1292	33	17	32	7	3	0.2226	2008.1429	0.4286	0.0318
927	"bisoffi, zeno"	-0.6264	-0.3046	7	12	28	6	148	8.0673	2010.3333	24.6667	1.3445
932	"bisser, sylvie"	-0.4807	0.1591	5	18	18	2	28	3.0435	2014.5	14	1.5218
933	"bisuta, s."	1.2061	-0.2172	4	12	19	2	0	0	2016	0	0
937	"bizimana, p."	1.065	-0.1791	4	4	6	2	0	0	2016	0	0
938	"bjorkman, anders"	-0.6896	0.0148	2	10	11	2	93	6.6287	2010.5	46.5	3.3143
949	"blocher, joachim"	-0.2866	0.0837	3	8	10	2	47	4.0345	2013.5	23.5	2.0172
953	"blouin, brittany"	-1.0062	0.2856	16	12	24	2	1	0.9098	2017	0.5	0.4549
962	"bobanga, thierry l."	-1.1352	-0.2268	36	6	10	2	10	1.82	2015	5	0.91
968	"bockarie, moses"	-1.1211	-0.6245	31	19	38	2	4	0.488	2015.5	2	0.244
969	"bockstal, viki"	-0.4614	0.3142	5	3	4	2	11	2.002	2011.5	5.5	1.001
975	"boelaert, m."	1.1679	0.0557	8	172	634	107	701	41.3962	2012.6075	6.5514	0.3869
977	"boelaert, marleen"	-0.3864	-0.2124	9	201	654	102	2206	159.8748	2011.7059	21.6275	1.5674
988	"bogers, j."	1.0543	-0.3359	20	8	12	3	0	0	2015.6667	0	0
992	"boggild, andrea k."	-0.4602	-0.051	9	11	16	3	9	1.638	2011	3	0.546
998	"bojang, kalifa"	-0.4309	-0.0562	2	11	12	2	22	1.1632	2014.5	11	0.5816
1006	"bonebe, edmonde"	-0.5933	-0.2784	17	7	14	2	22	1.1632	2012	11	0.5816
1008	"bonet gorbea, mariano"	-0.7258	-0.0209	14	10	18	3	37	1.5465	2009.3333	12.3333	0.5155
1009	"bonet, m."	1.3738	0.1119	12	20	44	8	8	0.4323	2009.125	1	0.054
1010	"bonet-gorbea, m."	1.3569	0.2706	19	10	13	2	0	0	2012	0	0
1013	"bongaerts, t."	1.0448	0.2982	8	2	3	2	0	0	2017	0	0
1019	"bonnet, maryline"	-0.6782	-0.1446	2	22	33	5	95	4.9254	2007.6	19	0.9851
1023	"bontje, daniel m."	-0.8309	-0.0124	14	6	10	2	16	1.9521	2015.5	8	0.976
1026	"boon, n."	1.3606	-0.0726	12	8	11	2	0	0	2017	0	0
1027	"boon, nele"	-0.6135	0.0775	14	9	15	2	21	1.7056	2013.5	10.5	0.8528
1041	"borremans, benny"	-0.4566	-0.1151	2	4	4	2	8	3.0792	2015.5	4	1.5396
1045	"bosman, philippe"	-0.8172	-0.303	21	13	22	2	41	4.3242	2014.5	20.5	2.1621
1047	"bosmans, m."	0.6698	-0.2306	15	5	6	4	0	0	2013	0	0
1060	"bottieau, e."	1.0891	-0.1599	11	63	158	25	10	2.4976	2012.84	0.4	0.0999
1061	"bottieau, emmanuel"	-0.503	-0.2903	17	41	108	17	296	23.0193	2012.1176	17.4118	1.3541
1074	"boulle, philippa"	-0.5828	-0.4728	7	9	14	2	24	2.7991	2014.5	12	1.3995
1075	"boum, yap"	-0.6314	-0.1394	2	6	6	2	16	1.9521	2016.5	8	0.976
1081	"bours, vincent"	-0.5359	-0.7482	17	5	13	5	22	1.3302	2010.8	4.4	0.266
1085	"boussinesq, m."	0.4405	0.0784	15	7	8	2	64	5.0506	2012	32	2.5253
1086	"boussinesq, michel"	-0.6765	0.1018	22	23	27	4	14	1.7081	2016.25	3.5	0.427
1089	"bouyer, jeremy"	-0.457	0.1682	3	3	4	2	21	2.4605	2014	10.5	1.2302
1094	"bowes, duncan e."	-0.3512	-0.1576	9	10	19	2	24	1.6784	2014	12	0.8392
1096	"bowyer, georgina"	-0.0575	0.4424	29	23	56	5	0	0	2015.8	0	0
1098	"braae, u. c."	0.9373	-0.3437	20	8	11	2	15	13.6475	2017	7.5	6.8238
1099	"braae, uffe christian"	-0.2295	0.0738	3	8	12	3	27	5.9497	2016	9	1.9832
1100	"brabin, b. j."	0.7167	-0.0851	6	7	10	3	22	2.0852	2014.3333	7.3333	0.6951
1102	"brabin, bernard j."	-0.9396	-0.0545	2	6	16	4	35	1.7982	2008.25	8.75	0.4495
1105	"brabin, l."	0.6752	-0.0519	6	6	8	2	1	0.9098	2017	0.5	0.4549
1109	"bradley, john"	-0.4247	-0.1039	27	13	17	3	9	4.2494	2016.6667	3	1.4165
1113	"brandt, j."	0.9814	-0.2903	20	6	8	2	28	1.3494	2008.5	14	0.6747
1114	"brandt, jef"	-0.2362	0.0385	3	18	29	6	67	2.7974	2007	11.1667	0.4662
1116	"brasseur, philippe"	-0.7141	-0.1104	2	14	17	2	50	2.7799	2007.5	25	1.3899
1125	"brent-kirk, afiya"	-0.3164	0.4831	1	12	14	2	0	0	2006	0	0
1129	"brienen, e."	1.3246	-0.1072	12	9	17	3	0	0	2012.3333	0	0
1130	"brienen, eric"	-0.4851	0.0547	14	13	15	2	24	7.2794	2016	12	3.6397
1131	"brienen, eric a. t."	-0.4237	0.0981	14	7	17	3	146	18.3856	2012	48.6667	6.1285
1146	"brooker, simon j."	-0.6252	0.2445	13	16	25	4	32	3.0224	2015.25	8	0.7556
1153	"bruggeman, cathrien"	-0.5298	-0.3011	17	12	21	4	112	8.5838	2010.75	28	2.1459
1157	"brun, reto"	-0.6008	0.1286	5	8	9	4	153	10.1748	2010.75	38.25	2.5437
1159	"brunker, kirstyn"	-0.4226	-0.1346	9	7	11	2	110	5.0081	2011	55	2.504
1160	"bruno, d."	0.5109	0.2988	25	1	1	2	2	0.1755	2011	1	0.0878
1164	"brutus, laurent"	-0.2139	-0.4462	30	8	15	2	92	5.2674	2006.5	46	2.6337
1176	"bucheton, bruno"	-0.4024	0.2478	5	13	33	4	132	9.936	2013.25	33	2.484
1177	"buckeridge, david l."	-0.9266	0.2152	16	6	12	2	21	0.8367	2009.5	10.5	0.4184
1180	"buescher, p."	1.102	-0.0239	4	22	25	2	0	0	2016	0	0
1181	"buescher, philippe"	-0.5011	0.0753	5	53	67	12	222	14.0074	2010.5833	18.5	1.1673
1187	"bukirwa, hasifa"	-0.7235	-0.1346	2	23	28	3	59	3.1874	2008.3333	19.6667	1.0625
1199	"burnett, s. m."	0.9652	-0.1458	4	5	14	3	0	0	2014.3333	0	0
1204	"burvenich, christian"	-0.7478	0.5053	34	7	10	2	22	1.9006	2012	11	0.9503
1205	"burza, s."	1.2312	-0.011	18	37	54	6	1	0.182	2015	0.1667	0.0303
1209	"buscher, p."	1.1495	0.1309	4	13	20	8	45	1.7944	2013.625	5.625	0.2243
1210	"buscher, philippe"	-0.5039	0.1662	5	97	177	30	492	41.0166	2012.9333	16.4	1.3672
1211	"buscher, phillipe"	-0.4625	0.0594	5	10	10	2	26	14.9558	2013.5	13	7.4779
1222	"buve, a."	1.0034	-0.2078	20	5	6	3	28	1.1156	2011.3333	9.3333	0.3719
1223	"buve, anne"	-0.4482	-0.4677	7	16	17	5	76	4.2929	2009.6	15.2	0.8586
1230	"byamukama, wilson"	-0.8129	-0.3961	28	5	8	2	122	7.4616	2009.5	61	3.7308
1233	"byass, peter"	-0.3882	-0.5168	23	8	17	4	49	2.1799	2008	12.25	0.545
