id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Documents>	weight<Citations>	weight<Norm. citations>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
2544	"engels, tce"	0.6516	0.2354	17	6	13	10	100	12.3045	2014.5	10	1.2304
2564	"eres, b"	-0.0621	-0.7071	13	1	1	7	36	2.2181	1982.5714	5.1429	0.3169
2607	"evens, m"	-0.64	-0.1514	3	1	1	6	150	9.2535	1995	25	1.5422
2627	"fairclough, r"	-0.1905	-0.9675	9	2	7	6	91	17.1465	2012	15.1667	2.8577
2640	"fan, w"	-0.3275	-0.3576	5	5	8	7	90	5.8823	2009.8571	12.8571	0.8403
2650	"fang, y"	-0.0125	0.5279	25	1	2	6	91	7.4821	2008.8333	15.1667	1.247
2687	"fdez-valdivia, j"	-0.4487	1.4347	18	6	53	21	78	11.9983	2013.5714	3.7143	0.5713
2713	"ferligoj, a"	0.624	0.989	20	5	11	5	58	10.2374	2014	11.6	2.0475
2723	"fernandez, m"	1.243	-0.0536	29	6	18	9	370	20.2614	1998.2222	41.1111	2.2513
2755	"fidel, r"	-0.1922	-0.4373	16	2	2	11	679	44.8298	1993.6364	61.7273	4.0754
2820	"foo, s"	-0.7621	-0.2076	2	5	10	5	111	6.092	2004	22.2	1.2184
2826	"ford, n"	0.0233	-0.2296	12	4	24	17	525	23.6119	2002.5882	30.8824	1.3889
2839	"foster, a"	0.0009	-0.2717	12	4	24	7	338	13.8537	2002.2857	48.2857	1.9791
2847	"fox, e"	-0.3425	-0.457	5	4	5	7	212	13.0454	1992	30.2857	1.8636
2867	"francois, c"	0.982	-0.8531	21	8	26	9	94	5.4435	2007.4444	10.4444	0.6048
2869	"frandsen, tf"	1.3167	0.463	36	2	9	13	128	8.3976	2010.5385	9.8462	0.646
2939	"fu, hz"	-0.7274	0.2794	12	2	8	8	81	10.8801	2013.75	10.125	1.36
3022	"gao, x"	-0.7869	-0.054	3	3	10	8	118	8.1526	2010.25	14.75	1.0191
3032	"garcia, ja"	-0.4776	1.388	18	6	53	21	78	11.9983	2013.5714	3.7143	0.5713
3046	"garfield, e"	0.2665	-0.5271	13	5	9	25	412	21.4107	1997.88	16.48	0.8564
3047	"garg, k"	0.1584	0.3299	6	5	16	22	285	15.7985	1998.2727	12.9545	0.7181
3082	"gazni, a"	-0.2955	-0.779	9	4	10	9	114	10.0733	2013.4444	12.6667	1.1193
3165	"gingras, y"	-0.0606	-0.4149	9	5	27	20	871	56.6541	2010.45	43.55	2.8327
3183	"glaenzel, w"	0.4704	-0.1489	24	11	23	18	269	21.8564	2011.6667	14.9444	1.2142
3184	"glanzel, w"	0.5826	-0.1685	24	46	208	141	4509	260.7051	2003.1986	31.9787	1.849
3213	"goh, dhl"	-0.2947	0.3133	12	1	1	5	77	4.9482	2011.8	15.4	0.9896
3241	"gomes, janf"	0.7008	-0.5072	11	1	7	7	147	9.8493	2011.2857	21	1.407
3244	"gomez, i"	1.3069	-0.0428	29	7	33	18	593	32.6061	1997.6667	32.9444	1.8114
3269	"gonzalez-albo, b"	1.3944	0.0331	29	4	11	5	37	5.7787	2013.6	7.4	1.1557
3299	"gorraiz, j"	0.9528	-0.5731	27	14	48	24	186	25.3288	2012.6667	7.75	1.0554
3353	"greenberg, j"	0.4641	-0.5867	1	1	1	6	118	5.8523	2004	19.6667	0.9754
3368	"griffith, b"	0.3988	-0.5434	1	2	4	11	477	32.7557	1985.8182	43.3636	2.9778
3391	"grupp, h"	1.0522	-0.4118	27	4	11	11	231	12.9672	1996.4545	21	1.1788
3399	"guan, j"	-0.6658	-0.037	3	14	33	37	520	38.5056	2010.3243	14.0541	1.0407
3414	"guerrero-bote, vp"	0.6351	0.696	20	6	17	12	350	27.7438	2011.1667	29.1667	2.312
3430	"gumpenberger, c"	0.9099	-0.5854	27	13	41	18	84	14.8776	2013.4444	4.6667	0.8265
3432	"guns, r"	0.3208	0.2182	17	8	26	18	141	14.2882	2012.8333	7.8333	0.7938
3436	"guo, h"	-0.4429	-0.1104	3	9	10	5	68	5.1379	2007.4	13.6	1.0276
3442	"guo, x"	-0.7572	-0.0748	3	4	6	6	34	4.0589	2013.5	5.6667	0.6765
3443	"guo, y"	-0.3226	-0.2227	5	14	15	6	42	4.1529	2009.8333	7	0.6922
3446	"gupta, b"	0.2135	0.2246	6	6	22	24	208	12.2711	1998.625	8.6667	0.5113
3482	"haddawy, p"	-0.299	0.1228	4	4	8	6	32	6.0044	2013.8333	5.3333	1.0007
3506	"halevi, g"	0.58	0.2467	11	2	6	5	23	6.4088	2014.8	4.6	1.2818
3527	"hammarfelt, b"	0.3277	0.5454	28	1	1	6	109	11.5273	2012.1667	18.1667	1.9212
3572	"harman, d"	-0.0209	-0.6861	13	1	1	5	166	7.4328	1992.2	33.2	1.4866
3594	"harter, s"	-0.7815	-0.3834	15	2	5	14	571	38.122	1994.7857	40.7857	2.723
3595	"hartley, j"	0.3276	-0.0521	10	4	13	25	146	16.7867	2012.24	5.84	0.6715
3614	"hassan, su"	-0.308	0.0999	4	4	8	6	34	5.6235	2013.6667	5.6667	0.9373
3629	"haunschild, r"	0.8059	0.7725	23	4	15	12	36	20.9445	2015.6667	3	1.7454
3634	"haustein, s"	-0.1701	-0.6475	9	7	11	8	213	46.1626	2013.875	26.625	5.7703
3635	"havemann, f"	0.635	-0.0142	17	4	6	6	36	2.3575	2004	6	0.3929
3646	"hayes, r"	-0.0979	-0.6817	13	1	1	5	12	0.8899	1991.8	2.4	0.178
3654	"he, b"	-0.3771	0.1769	6	9	17	7	47	4.3314	2012	6.7143	0.6188
3660	"he, s"	-0.5759	0.0325	2	4	4	5	34	1.7896	2006.2	6.8	0.3579
3661	"he, t"	-0.705	0.1416	7	2	2	5	64	3.6339	2007.8	12.8	0.7268
3685	"heimeriks, g"	0.5005	0.1192	11	2	5	6	141	11.5142	2009	23.5	1.919
3754	"herrera, f"	-0.6902	1.4449	18	8	20	12	517	32.6888	2011	43.0833	2.7241
3757	"herrera-viedma, e"	-0.7222	1.4675	18	1	8	13	680	42.8882	2009.5385	52.3077	3.2991
3758	"herrero-solana, v"	0.6108	0.7998	20	6	17	6	214	10.3575	2005.8333	35.6667	1.7262
3765	"hersh, w"	-0.058	-0.6634	13	1	1	8	171	10.9066	1995.125	21.375	1.3633
3781	"hicks, d"	-0.5151	0.4166	16	3	7	8	398	26.0387	2003.875	49.75	3.2548
3809	"hinze, s"	0.9208	-0.4285	27	8	21	10	83	4.8736	2003.6	8.3	0.4874
3840	"ho, ys"	-0.727	0.2324	12	9	19	30	834	67.4519	2012.0333	27.8	2.2484
3859	"hoerlesberger, m"	0.9626	-0.7701	21	8	22	5	31	2.0739	2012.2	6.2	0.4148
3881	"holmberg, k"	-0.2521	-0.6656	9	5	6	5	75	17.4961	2012.8	15	3.4992
3897	"hong, s"	-0.5758	-0.1607	4	6	10	7	114	12.8012	2012.7143	16.2857	1.8287
3902	"hood, w"	0.2289	-0.6496	1	2	9	8	203	9.8395	2001.625	25.375	1.2299
3912	"hornbostel, s"	0.9224	-0.4907	27	6	16	8	46	6.2567	2011.375	5.75	0.7821
3922	"hossain, l"	-0.2106	0.6925	33	3	8	7	210	16.9904	2012.7143	30	2.4272
3967	"hu, g"	-0.6228	0.2024	7	6	14	7	57	14.3113	2014.4286	8.1429	2.0445
3978	"hu, x"	-0.1465	0.1723	10	2	12	10	81	6.442	2011.5	8.1	0.6442
3982	"hu, z"	-0.4793	0.0987	2	4	7	6	61	6.3675	2012.3333	10.1667	1.0612
3985	"hua, w"	-0.5589	0.0805	2	3	8	5	8	1.5975	2014.6	1.6	0.3195
3988	"huang, c"	-0.4586	0.2364	8	4	5	5	121	7.3174	2009.6	24.2	1.4635
3993	"huang, h"	-0.3288	0.4229	6	3	4	5	34	3.6515	2011.8	6.8	0.7303
3998	"huang, m"	-0.4818	-0.0973	4	11	24	14	183	12.3631	2010.4286	13.0714	0.8831
4000	"huang, mh"	-1.2564	-0.0485	22	12	69	45	279	28.1974	2012.9778	6.2	0.6266
4007	"huang, x"	-0.3529	-0.1921	16	4	5	6	46	3.0411	2010.6667	7.6667	0.5068
4008	"huang, y"	-0.5051	0.1628	2	11	12	12	37	6.4098	2013.6667	3.0833	0.5341
4011	"huang, z"	-0.3743	0.0977	3	9	13	6	289	13.2516	2009.8333	48.1667	2.2086
4014	"huber, j"	0.6149	-0.0555	17	1	2	7	100	5.3464	2000.7143	14.2857	0.7638
4044	"humphrey, s"	-0.0742	-0.3218	15	3	3	9	98	6.2858	1996.6667	10.8889	0.6984
4107	"ingwersen, p"	0.7412	0.1735	17	9	15	22	441	26.0224	2005.5455	20.0455	1.1828
4151	"iyengar, s"	-0.5502	-0.2256	5	1	1	6	26	1.2884	1999.3333	4.3333	0.2147
4196	"jamali, hr"	0.0883	-0.6687	1	1	1	5	70	10.1807	2012.2	14	2.0361
4212	"jansen, bj"	-0.2424	0.1765	12	5	13	14	707	38.6999	2009.8571	50.5	2.7643
4216	"janssens, f"	0.2625	-0.1984	16	8	18	7	155	8.7091	2008.8571	22.1429	1.2442
4225	"jarneving, b"	0.5455	0.4159	14	2	7	10	353	16.3643	2005.7	35.3	1.6364
4228	"jarvelin, k"	0.8974	0.4649	14	4	7	16	170	8.9965	2005.75	10.625	0.5623
4266	"jeong, s"	0.0505	-0.0912	10	2	2	5	50	4.2249	2011.4	10	0.845
4269	"jeong, yk"	-0.2515	0.1213	2	2	6	5	16	2.8114	2015	3.2	0.5623
4283	"jiang, g"	-0.1878	-0.0878	3	4	5	5	24	1.2921	1996.2	4.8	0.2584
4297	"jimenez-contreras, e"	-0.8678	1.411	18	8	25	10	59	7.7228	2008.4	5.9	0.7723
4301	"jin, b"	-0.6374	0.1551	2	7	10	7	100	5.4973	2004.2857	14.2857	0.7853
4310	"joergensen, c"	-0.3067	0.4391	6	3	6	6	21	1.6342	2010.5	3.5	0.2724
4352	"jonkers, k"	0.6309	0.0924	11	5	5	7	72	4.2827	2011	10.2857	0.6118
4400	"jurado-alameda, e"	-1.0372	1.4526	18	4	14	5	48	2.2782	2005.6	9.6	0.4556
4471	"kantor, p"	-0.3801	-0.5122	15	8	20	16	739	55.6767	1996.9375	46.1875	3.4798
4495	"karisiddappa, c"	0.2431	0.2456	6	3	13	9	75	4.4303	1998.2222	8.3333	0.4923
4524	"katz, j"	-0.5221	0.4453	16	1	3	5	366	22.5834	1996	73.2	4.5167
4533	"kaur, j"	-0.1466	0.3669	12	2	6	5	130	10.5068	2011.8	26	2.1014
4550	"kazmer, mm"	-0.2662	0.368	6	3	4	6	27	2.7111	2011.8333	4.5	0.4519
4572	"kelly, d"	-0.4411	-0.4943	15	4	7	5	81	4.8277	2007.8	16.2	0.9655
4603	"khan, gf"	0.0013	-0.0632	10	3	8	12	76	10.0442	2013.25	6.3333	0.837
4634	"kim, b"	0.2944	0.0256	10	1	1	5	68	7.567	2012.8	13.6	1.5134
4641	"kim, h"	-0.0119	-0.0118	8	5	5	8	113	9.2016	2009.625	14.125	1.1502
4647	"kim, j"	0.1277	-0.0744	10	4	9	15	119	17.2487	2012.8667	7.9333	1.1499
4651	"kim, k"	0.2568	0.0215	10	6	15	13	441	29.3184	2009.3846	33.9231	2.2553
4652	"kim, m"	0.0582	0.0088	8	2	2	6	67	4.3482	2005.1667	11.1667	0.7247
4657	"kim, s"	-0.2109	-0.1528	5	9	9	11	269	16.7477	2010	24.4545	1.5225
4661	"kim, w"	-0.1377	-0.0843	10	4	4	6	48	6.2011	2011.3333	8	1.0335
4662	"kim, y"	0.2173	-0.0286	10	2	2	5	57	8.0103	2012.6	11.4	1.6021
4673	"king, d"	0.0632	-0.6878	1	1	1	5	49	2.6518	1996.4	9.8	0.5304
4703	"klavans, r"	0.2965	-0.3187	13	4	16	15	881	54.5279	2010.0667	58.7333	3.6352
4808	"koshman, s"	-0.2038	0.1695	12	2	6	5	122	5.313	2006.8	24.4	1.0626
4828	"kousha, k"	-0.0391	-0.8121	9	3	22	21	594	62.8315	2011.8095	28.2857	2.992
4835	"kozak, m"	0.3676	-0.0156	10	4	8	7	31	6.8437	2014.1429	4.4286	0.9777
4856	"kretschmer, h"	0.1739	-0.3228	13	17	38	35	482	28.1972	2001.4286	13.7714	0.8056
4857	"kretschmer, t"	0.21	-0.3639	13	4	16	8	46	4.6448	2012.25	5.75	0.5806
4867	"kronegger, l"	0.6567	0.9826	20	5	11	6	58	10.2374	2014.3333	9.6667	1.7062
4879	"kuan, ch"	-1.4244	0.0235	22	3	9	5	26	2.5577	2012.6	5.2	0.5115
4907	"kumar, s"	0.2059	0.1618	6	7	18	16	155	13.2205	2006.125	9.6875	0.8263
4912	"kundra, r"	0.2128	-0.2494	13	5	9	8	55	3.7123	2000.5	6.875	0.464
4951	"kyvik, s"	0.8304	0.3748	14	1	1	6	161	8.4915	1998	26.8333	1.4152
4988	"lam, w"	-0.1769	0.0535	12	6	6	5	17	0.8239	2004	3.4	0.1648
5001	"lancaster, f"	-0.1131	-0.309	15	6	8	24	224	14.4592	1988.5833	9.3333	0.6025
5035	"large, a"	-0.8271	0.472	26	4	23	15	297	15.7288	2003.6667	19.8	1.0486
5036	"lariviere, v"	-0.1624	-0.5009	9	19	70	45	1172	107.2427	2012.4667	26.0444	2.3832
5041	"larsen, b"	0.7165	0.1177	17	8	14	10	104	11.9122	2011.2	10.4	1.1912
5130	"lee, h"	-0.0724	-0.0561	10	3	3	10	113	11.1783	2011.1	11.3	1.1178
5133	"lee, j"	-0.2372	-0.4218	15	2	3	11	125	6.5806	2002.8182	11.3636	0.5982
5145	"lee, m"	-0.1329	-0.2129	16	3	3	8	120	5.819	2004.25	15	0.7274
5147	"lee, mko"	-0.6135	0.4074	16	2	6	5	90	9.7428	2012	18	1.9486
5150	"lee, s"	-0.0064	-0.1038	10	5	5	5	45	3.8081	2008	9	0.7616
5220	"lepori, b"	0.6276	-0.3906	11	5	6	7	23	2.4852	2014.5714	3.2857	0.355
5231	"leta, j"	0.444	0.037	1	6	9	14	406	19.3265	2005.4286	29	1.3805
5239	"levene, m"	0.4054	-0.2213	11	3	7	6	177	9.8393	2008.8333	29.5	1.6399
5251	"levitt, jm"	-0.1458	-0.5734	9	4	12	10	194	14.2788	2011.3	19.4	1.4279
